event_id,timestamp,event_type,device,user,source,source_ref,logon_type,source_ip,source_device,action,failure_reason
evt-000998,2026-08-17T11:30:08+0000,logon,FS02,achen,synthetic,,3,10.10.20.17,PC03,success,
evt-001010,2026-08-17T11:32:06+0000,logon,APP01,adm_sarah,synthetic,,3,10.10.20.21,PC07,success,
evt-001013,2026-08-17T11:32:44+0000,logon,FS02,mrossi,synthetic,,3,10.10.20.16,PC02,success,
evt-001016,2026-08-17T11:33:15+0000,logon,APP01,svc_backup,synthetic,,5,10.10.10.30,APP01,success,
evt-001020,2026-08-17T11:34:59+0000,logon,FS02,jdoe,synthetic,,3,10.10.20.15,PC01,success,
evt-001021,2026-08-17T11:35:24+0000,logon,PC02,mrossi,synthetic,,2,10.10.20.16,PC02,failure,bad_password
evt-001022,2026-08-17T11:35:50+0000,logon,PC02,mrossi,synthetic,,2,10.10.20.16,PC02,success,
evt-001027,2026-08-17T11:36:49+0000,logon,APP01,adm_sarah,synthetic,,3,10.10.20.21,PC07,success,
evt-001036,2026-08-17T11:38:53+0000,logon,APP01,mrossi,synthetic,,3,10.10.20.16,PC02,success,
evt-001040,2026-08-17T11:39:53+0000,logon,APP01,adm_sarah,synthetic,,3,10.10.20.21,PC07,success,
evt-001045,2026-08-17T11:41:22+0000,logon,FS02,jdoe,synthetic,,3,10.10.20.15,PC01,success,
evt-001049,2026-08-17T11:43:28+0000,logon,FS02,adm_sarah,synthetic,,3,10.10.20.21,PC07,success,
evt-001063,2026-08-17T11:47:31+0000,logon,FS02,achen,synthetic,,3,10.10.20.17,PC03,success,
evt-001066,2026-08-17T11:47:55+0000,logon,APP01,jdoe,synthetic,,3,10.10.20.15,PC01,success,
evt-001068,2026-08-17T11:48:05+0000,logon,APP01,mrossi,synthetic,,3,10.10.20.16,PC02,success,
evt-001074,2026-08-17T11:49:07+0000,logon,APP01,jdoe,synthetic,,3,10.10.20.15,PC01,success,
evt-001078,2026-08-17T11:50:46+0000,logon,FS02,mrossi,synthetic,,3,10.10.20.16,PC02,success,
evt-001081,2026-08-17T11:51:17+0000,logon,FS02,svc_backup,synthetic,,5,10.10.10.30,APP01,success,
evt-001093,2026-08-17T11:52:44+0000,logon,FS02,achen,synthetic,,3,10.10.20.17,PC03,success,
evt-001094,2026-08-17T11:53:00+0000,logon,APP01,achen,synthetic,,3,10.10.20.17,PC03,success,
evt-001103,2026-08-17T11:56:22+0000,logon,APP01,jdoe,synthetic,,3,10.10.20.15,PC01,success,
evt-001107,2026-08-17T11:57:41+0000,logon,FS02,mrossi,synthetic,,3,10.10.20.16,PC02,success,
evt-001110,2026-08-17T11:58:05+0000,logon,FS02,adm_sarah,synthetic,,3,10.10.20.21,PC07,success,
evt-001114,2026-08-17T11:59:04+0000,logon,APP01,achen,synthetic,,3,10.10.20.17,PC03,success,
evt-001117,2026-08-17T11:59:41+0000,logon,FS02,klarsen,synthetic,,3,10.10.20.19,PC05,success,
